PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1903,2002-03,00,1610612745,HOU,25.0,20,14,585.0,82,190,0.432,0,0,0.0,33,45,0.733,45,92,137,39,16,6,40,49,197
1903,2002-03,00,1610612755,PHI,25.0,46,28,1395.0,178,369,0.482,0,0,0.0,114,152,0.75,140,252,392,73,46,22,76,120,470
1903,2002-03,00,0,TOT,25.0,66,42,1980.0,260,559,0.465,0,0,0.0,147,197,0.746,185,344,529,112,62,28,116,169,667
703,2002-03,00,1610612752,NYK,30.0,81,81,2575.0,497,1028,0.483,2,3,0.667,138,184,0.75,160,477,637,162,81,97,138,344,1134
1501,2002-03,00,1610612749,MIL,26.0,80,70,2360.0,412,930,0.443,97,265,0.366,145,186,0.78,97,292,389,102,70,49,133,257,1066
2224,2002-03,00,1610612754,IND,25.0,73,69,2238.0,220,556,0.396,46,166,0.277,80,112,0.714,58,202,260,548,125,18,192,201,566
2351,2002-03,00,1610612744,GSW,26.0,17,0,104.0,16,36,0.444,7,13,0.538,14,20,0.7,3,9,12,3,4,2,8,9,53
1714,2002-03,00,1610612740,NOH,26.0,69,0,851.0,105,237,0.443,1,3,0.333,57,88,0.648,108,154,262,50,45,37,53,153,268
718,2002-03,00,1610612750,MIN,28.0,80,22,1223.0,208,389,0.535,0,2,0.0,60,101,0.594,106,185,291,77,32,23,59,142,476
2244,2002-03,00,1610612743,DEN,23.0,8,0,97.0,17,40,0.425,4,8,0.5,7,7,1.0,8,8,16,6,8,0,8,5,45
2456,2002-03,00,1610612763,MEM,23.0,15,0,88.0,5,20,0.25,0,0,0.0,4,10,0.4,6,8,14,1,0,6,8,13,14
2054,2002-03,00,1610612756,PHX,24.0,33,27,542.0,61,135,0.452,0,0,0.0,39,58,0.672,45,77,122,13,6,17,26,80,161
2401,2002-03,00,1610612743,DEN,20.0,81,16,1320.0,115,393,0.293,37,152,0.243,48,65,0.738,64,117,181,91,31,29,84,136,315
2045,2002-03,00,1610612758,SAC,24.0,67,11,1178.0,165,391,0.422,29,78,0.372,88,110,0.8,35,153,188,87,25,12,50,125,447
89,2002-03,00,1610612742,DAL,31.0,73,1,2026.0,342,831,0.412,118,312,0.378,110,144,0.764,35,173,208,312,42,4,123,86,912
1496,2002-03,00,1610612755,PHI,27.0,74,73,2341.0,459,952,0.482,65,176,0.369,193,240,0.804,159,365,524,93,63,30,150,251,1176
1521,2002-03,00,1610612753,ORL,28.0,80,48,1690.0,184,411,0.448,8,34,0.235,97,125,0.776,26,92,118,232,64,2,97,169,473
2063,2002-03,00,1610612756,PHX,25.0,65,1,947.0,92,163,0.564,0,0,0.0,64,96,0.667,97,128,225,36,18,29,48,172,248
2402,2002-03,00,1610612739,CLE,20.0,47,24,1385.0,223,605,0.369,55,174,0.316,128,160,0.8,20,62,82,130,38,7,85,107,629
952,2002-03,00,1610612738,BOS,26.0,78,78,3235.0,603,1554,0.388,188,582,0.323,176,286,0.615,99,464,563,373,116,31,260,221,1570
955,2002-03,00,1610612747,LAL,27.0,67,39,1244.0,115,274,0.42,0,1,0.0,66,101,0.653,115,253,368,64,20,55,56,143,296
1112,2002-03,00,1610612765,DET,28.0,73,73,2871.0,210,437,0.481,1,6,0.167,85,189,0.45,293,833,1126,120,104,230,88,179,506
2222,2002-03,00,1610612758,SAC,20.0,47,7,573.0,90,183,0.492,1,4,0.25,39,74,0.527,38,90,128,23,24,15,44,68,220
739,2002-03,00,1610612757,POR,28.0,74,74,2684.0,515,1094,0.471,110,307,0.358,200,272,0.735,113,435,548,153,70,77,140,223,1340
369,2002-03,00,1610612752,NYK,32.0,66,6,1467.0,165,414,0.399,101,267,0.378,41,53,0.774,25,152,177,306,78,11,95,146,472
2248,2002-03,00,1610612763,MEM,24.0,79,2,1362.0,170,391,0.435,31,91,0.341,62,86,0.721,46,118,164,225,89,14,88,138,433
185,2002-03,00,1610612758,SAC,30.0,67,67,2617.0,661,1433,0.461,5,21,0.238,215,354,0.607,160,544,704,364,106,88,215,204,1542
1719,2002-03,00,1610612757,POR,26.0,75,65,2397.0,437,990,0.441,38,130,0.292,226,313,0.722,98,296,394,246,123,18,215,220,1138
2412,2002-03,00,1610612744,GSW,23.0,37,0,230.0,19,75,0.253,1,4,0.25,22,29,0.759,12,16,28,27,8,2,19,32,61
133,2002-03,00,1610612740,NOH,32.0,73,73,2710.0,449,1037,0.433,134,316,0.424,185,237,0.781,38,137,175,251,109,9,132,173,1217
1751,2002-03,00,1610612764,WAS,27.0,16,8,230.0,25,53,0.472,0,0,0.0,17,25,0.68,37,36,73,2,1,12,9,33,67
2206,2002-03,00,1610612743,DEN,23.0,72,19,1565.0,260,638,0.408,32,134,0.239,98,125,0.784,43,170,213,121,45,32,156,134,650
43,2002-03,00,1610612743,DEN,31.0,29,20,761.0,94,261,0.36,43,128,0.336,46,57,0.807,1,45,46,124,17,1,55,77,277
43,2002-03,00,1610612753,ORL,31.0,22,1,289.0,30,88,0.341,7,36,0.194,11,12,0.917,2,19,21,21,12,1,16,15,78
43,2002-03,00,0,TOT,31.0,51,21,1050.0,124,349,0.355,50,164,0.305,57,69,0.826,3,64,67,145,29,2,71,92,355
2404,2002-03,00,1610612746,LAC,20.0,46,3,480.0,73,140,0.521,0,0,0.0,25,50,0.5,32,72,104,21,7,12,26,65,171
2366,2002-03,00,1610612737,ATL,24.0,15,7,364.0,29,81,0.358,6,17,0.353,21,29,0.724,9,32,41,42,16,1,16,38,85
2366,2002-03,00,1610612750,MIN,24.0,31,0,325.0,21,67,0.313,4,18,0.222,16,18,0.889,11,19,30,50,11,3,12,31,62
2366,2002-03,00,0,TOT,24.0,46,7,690.0,50,148,0.338,10,35,0.286,37,47,0.787,20,51,71,92,27,4,28,69,147
1425,2002-03,00,1610612751,NJN,31.0,81,0,1601.0,199,439,0.453,0,1,0.0,102,130,0.785,137,194,331,88,27,57,85,206,500
1541,2002-03,00,1610612761,TOR,28.0,78,78,2638.0,396,905,0.438,48,146,0.329,187,239,0.782,55,190,245,416,111,21,128,170,1027
1585,2002-03,00,1610612737,ATL,28.0,6,0,20.0,1,7,0.143,0,1,0.0,0,0,0.0,2,0,2,0,2,0,3,4,2
677,2002-03,00,1610612738,BOS,30.0,82,79,2350.0,254,575,0.442,37,110,0.336,201,268,0.75,143,239,382,140,86,19,97,234,746
1715,2002-03,00,1610612763,MEM,27.0,76,76,2405.0,333,859,0.388,143,404,0.354,110,131,0.84,25,187,212,631,91,10,168,130,919
2398,2002-03,00,1610612741,CHI,21.0,75,54,1962.0,273,685,0.399,65,202,0.322,103,161,0.64,27,168,195,350,86,17,171,179,714
966,2002-03,00,1610612761,TOR,30.0,71,63,2346.0,267,535,0.499,1,6,0.167,156,281,0.555,231,419,650,95,116,26,98,197,691
42,2002-03,00,1610612755,PHI,31.0,21,2,277.0,34,80,0.425,0,2,0.0,24,32,0.75,12,33,45,26,12,5,17,33,92
281,2002-03,00,1610612756,PHX,35.0,69,33,875.0,120,292,0.411,0,2,0.0,33,42,0.786,72,121,193,22,27,21,32,159,273
1742,2002-03,00,1610612738,BOS,28.0,51,2,1169.0,134,338,0.396,56,159,0.352,48,57,0.842,12,98,110,128,61,3,61,84,372
1742,2002-03,00,1610612743,DEN,28.0,27,9,712.0,94,241,0.39,37,102,0.363,30,45,0.667,12,49,61,138,16,3,53,56,255
1742,2002-03,00,0,TOT,28.0,78,11,1876.0,228,579,0.394,93,261,0.356,78,102,0.765,24,147,171,266,77,6,114,140,627
1005,2002-03,00,1610612742,DAL,33.0,66,1,1162.0,134,341,0.393,64,171,0.374,31,50,0.62,53,154,207,59,42,26,35,141,363
722,2002-03,00,1610612765,DET,29.0,82,1,2060.0,374,826,0.453,2,11,0.182,237,300,0.79,147,211,358,104,44,27,126,238,987
788,2002-03,00,1610612759,SAS,40.0,71,6,843.0,123,257,0.479,0,2,0.0,51,83,0.614,83,143,226,24,20,20,60,120,297
2106,2002-03,00,1610612738,BOS,29.0,7,0,24.0,2,4,0.5,0,1,0.0,1,4,0.25,0,1,1,1,0,0,1,3,5
2254,2002-03,00,1610612750,MIN,25.0,38,11,351.0,29,76,0.382,1,3,0.333,21,27,0.778,27,68,95,19,10,13,23,37,80
2417,2002-03,00,1610612757,POR,22.0,53,0,335.0,59,118,0.5,3,9,0.333,7,20,0.35,15,38,53,12,15,1,23,36,128
1897,2002-03,00,1610612754,IND,23.0,69,67,2317.0,362,846,0.428,71,211,0.336,273,371,0.736,101,261,362,198,159,50,145,242,1068
953,2002-03,00,1610612763,MEM,27.0,70,49,1984.0,325,716,0.454,0,5,0.0,147,223,0.659,170,358,528,80,51,54,110,209,797
2428,2002-03,00,1610612743,DEN,22.0,59,39,1379.0,168,428,0.393,21,78,0.269,49,62,0.79,36,126,162,130,57,33,81,145,406
1542,2002-03,00,1610612760,SEA,27.0,82,69,1982.0,325,789,0.412,30,85,0.353,91,115,0.791,111,209,320,86,48,38,65,180,771
358,2002-03,00,1610612756,PHX,31.0,58,51,1777.0,256,573,0.447,26,73,0.356,77,97,0.794,66,192,258,235,66,26,145,150,615
2427,2002-03,00,1610612741,CHI,22.0,17,0,114.0,11,31,0.355,6,18,0.333,2,2,1.0,2,10,12,12,4,0,5,20,30
2370,2002-03,00,1610612759,SAS,27.0,12,0,47.0,4,17,0.235,1,3,0.333,0,2,0.0,2,8,10,4,0,0,6,14,9
2055,2002-03,00,1610612761,TOR,28.0,22,8,366.0,43,96,0.448,0,0,0.0,34,47,0.723,29,53,82,7,8,32,21,58,120
2403,2002-03,00,1610612743,DEN,20.0,80,53,2258.0,321,619,0.519,0,3,0.0,197,341,0.578,208,283,491,149,127,65,181,295,839
361,2002-03,00,1610612765,DET,36.0,81,69,2825.0,372,935,0.398,87,259,0.336,161,238,0.676,81,237,318,268,87,88,158,259,992
1520,2002-03,00,1610612757,POR,27.0,3,0,13.0,1,4,0.25,0,1,0.0,3,4,0.75,0,0,0,1,1,0,1,3,5
120,2002-03,00,1610612759,SAS,34.0,53,18,1032.0,113,291,0.388,39,118,0.331,95,114,0.833,21,78,99,70,28,9,43,79,360
1508,2002-03,00,1610612745,HOU,26.0,67,9,1380.0,231,535,0.432,0,2,0.0,100,138,0.725,95,143,238,66,22,22,100,151,562
1917,2002-03,00,1610612746,LAC,25.0,41,1,412.0,62,162,0.383,16,47,0.34,42,58,0.724,26,51,77,10,8,10,31,41,182
221,2002-03,00,1610612752,NYK,32.0,79,19,2026.0,186,414,0.449,0,0,0.0,149,194,0.768,214,385,599,68,69,36,63,174,521
2421,2002-03,00,1610612752,NYK,23.0,21,0,167.0,9,33,0.273,6,16,0.375,4,6,0.667,3,15,18,34,7,2,17,20,28
